Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case
Butyl Acetate;n-Butyl Acetate. CAS RN 123-86-4. Formula Weight: 116.16. Density: 0.88 kg/L. GR, ACS grade, 99.5% min. by GC. Packaged in a poly-coated glass bottle. Subject to postal/shipping restrictions. 4L.;EM-BX1735-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX1735-6;$774.00;$2,935.00
Butyl Acetate;n-Butyl Acetate. CAS RN 123-86-4. Formula Weight: 116.16. Density: 0.88 kg/L. GR ACS grade, 99.5% min. by GC. Packaged in a glass bottle. Subject to postal/shipping restrictions. 500mL.;EM-BX1735-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX1735-1;$189.00;Цена для Case не найдена
ETHYL ACETATE RG PVC 4L;Описание не найдено;EMD-EX0240P-4;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-EX0240P-4;$640.00;$2,364.00
Ethyl Acetate;Ether acetic. CAS RN 141-78-6. Formula Weight: 88.11. Density: 0.90kg/L. Anhydrous, Guaranteed Reagent, 99.5% min. by GC. Meets ACS Specifications. Packaged in a metal drum. 200L;EM-EX0240-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0240-20;$8,123.00;Цена для Case не найдена
ETHYL ACETATE REAGENT 4L;Описание не найдено;EMD-EX0240-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-EX0240-5;$600.00;$2,300.00
Acetic Acid, Glacial HPLC;ACETIC ACID HPLC GRD 2.5L;EM-AX0074-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0074-2;$255.00;$1,205.00
Acetic Acid;"Ethanolic acid; Glacial Acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Formula Weight: 1.05kg/L. HPLC Grade, 99.7% min. (assay). Meets ACS Specifications. Packaged in a PVC-coated container. Subject to postal/shipping restrictions. 500mL";EM-AX0074-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0074-6;$153.00;$828.00
Magnesium Sulfate, Heptahydrate, GR;Magnesium Sulfate, Heptahydrate, GR;EM-MX0070-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX0070-20;$4,380.07;Цена для Case не найдена
Emsure Nitric Acid 69% For Analysis;NITRIC ACID 69% GL BTL EMSURE ACS 1 L;EM1.01799.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.1000;$195.00;$1,111.00
Emsure Nitric Acid 69% For Analysis 2.5 Litre;NITRIC ACID 69% GL BTL ACS GRD 2.5L;EM1.01799.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.2500;$1,361.00;$5,134.00
Emsure Nitric Acid 69% For Analysis 2.5 Litre pl.coat;NITRIC ACID 69% EMSURE ACS GRD 2.5L;EM1.01799.2510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.2510;$248.00;$981.00
Sulfuric acid 2.5 L;Sulfuric acid, CAS Number: 7664-93-9, Chemical Formula: H2SO4, Molar Mass: 98.08 g/mol, Grade: ACS, ISO, Reagent Ph Eur, Concentration: >/=90%-</=100%, Boiling point: 335 deg C, Application: for analysis (max. 0.005 ppm Hg), Pack Size: 2.5 litre;EM1.00732.2510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00732.2510;$210.00;Цена для Case не найдена
Phenol Gr for Analysis ACS, REAGENT PH EUR 250G;PHENOL GR FOR ANALYSIS (250G);EM1.00206.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00206.0250;$112.00;$639.00
Emsure* Ammonium acetate 25 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 25 kg;EM1.01116.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9025;$4,357.00;Цена для Case не найдена
EMSURE* Ammonium acetate for analysis 1kg;AMMONIUM ACETATE ACS 1KG;EM1.01116.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.1000;$237.00;Цена для Case не найдена
Phenol Gr for Analysis ACS, REAGENT PH EUR 25Kg;PHENOL GR FOR ANALYSIS (25KG);EM1.00206.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00206.9025;$3,898.00;Цена для Case не найдена
EMSURE* Ammonium acetate for analysis 500g;AMMONIUM ACETATE ACS 500GM;EM1.01116.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.0500;$241.00;Цена для Case не найдена
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, Guaranteed Reagent, 99.0% min. Meets ACS Specifications. Packaged in a fiber drum with plastic bag liner. 45kg.;EM-SX0760-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760-20;$1,675.00;Цена для Case не найдена
EMSURE* Potassium permanganate for analysis 250g;POTASSIUM PERMANGANATE FOR ANA;EM1.05082.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05082.0250;$123.00;$1,444.00
EMSURE* Potassium permanganate for analysis 1kg;plastic bottle;EM1.05082.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05082.1000;$255.00;$1,478.00
EMSURE* Potassium permanganate for analysis 1kg;POTASSIUM PERMANGANATE FOR ANA;EM1.05084.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05084.1000;$324.00;$1,897.00
HYDROGEN PERX 30% SOL 500ML;Описание не найдено;EM-HX0635-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0635-3;$120.00;$438.00
Hydrogen Peroxide;Hydrogen Dioxide. CAS RN 7722-84-1. Formula Weight 34.02. Density 1.11 kg/L. Solution, 29.0-32.0%. Stabilized, Guaranteed Reagent. Meets ACS Specifications. Stabilized with less than 1 ppm tin. Packaged in a plastic container. Subject to postal/shipping restrictions. 1L.;EM-HX0635-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0635-2;$230.00;$837.00
Hydrogen Peroxide;Hydrogen Dioxide. CAS RN 7722-84-1. Formula Weight 34.02. Density 1.11 kg/L. Solution, 29.0-32.0%. Stabilized, Guaranteed Reagent. Meets ACS Specifications. Stabilized with less than 1 ppm tin. Packaged in a plastic container. Subject to postal/shipping restrictions. 2.5L.;EM-HX0635-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0635-6;$276.00;$967.00
Ammonium sulfate suitable for the bioPharmaceutical production EMPROVE* BIO ACS,NF;AMMONIUM SULFATE SUITAB (25KG);EM1.01816.9029;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01816.9029;$2,489.00;Цена для Case не найдена
Emsure Acetonitrile for Analysis Grade ACS ,Reagent pH Eur 4L;ACETONITRILE FOR ANALYSIS (4L);EM1.00003.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.4000;$527.00;$2,108.00
Acetonitrile for Analysis EMSURE* ACS, REAGENT PH EUR 25L;ACETONITRILE FOR ANALYSI (25L);EM1.00003.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.6025;$3,705.00;Цена для Case не найдена
N,N-Dimethylformamide for Analysis EMSURE* ACS,ISO,REAGENT PH EUR 2. 5L;N,N-DIMETHYLFORMAMIDE F (2.5L);EM1.03053.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.2500;$553.00;$2,113.00
Acetonitrile for Analysis EMSURE* ACS, REAGENT PH EUR 2. 5L;ACETONITRILE FOR ANALYS (2.5L);EM1.00003.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.2500;$340.00;$1,315.00
N,N-Dimethylformamide for Analysis EMSURE* ACS,ISO,REAGENT PH EUR 1L;N,N-DIMETHYLFORMAMIDE FOR (1L);EM1.03053.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.1000;$258.00;$1,495.00
Acetonitrile for Analysis EMSURE* ACS, REAGENT PH EUR 10L;ACETONITRILE FOR ANALYSI (10L);EM1.00003.6010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.6010;$1,104.00;Цена для Case не найдена
Mercury(II) Acetate for Analysis ACS, REAGENT PH EUR 50G;MERCURY(II) ACETATE FOR (50G);EM1.04410.0050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04410.0050;$311.00;$30,593.00
N,N-Dimethylformamide for Analysis EMSURE* ACS,ISO,REAGENT PH EUR 25L;N,N-DIMETHYLFORMAMIDE FO (25L);EM1.03053.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.6025;$6,034.00;Цена для Case не найдена
N,N-Dimethylformamide for Analysis EMSURE* ACS,ISO,REAGENT PH EUR 1L;N,N-DIMETHYLFORMAMIDE FOR (1L);EM1.03053.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.1011;$235.00;$1,342.00
N, N-Dimethylformamide;Emsure* N, N-Dimethylformamide for analysis, ACS, ISO, Reagent Ph Eur grade, Cas number: 68-12-2, Chemical Formula:HCON(CH3)2, 4l.;EM1.03053.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.4000;$937.00;$3,741.00
Acetonitrile for Analysis EMSURE* ACS, REAGENT PH EUR 1L;ACETONITRILE FOR ANALYSIS (1L);EM1.00003.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.1000;$171.00;$980.00
Mercury(II) Acetate for Analysis ACS, REAGENT PH EUR 250G;MERCURY(II) ACETATE FOR (250G);EM1.04410.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04410.0250;$500.00;$35,249.00
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, Guaranteed Reagent, 99.0% min. Meets ACS Specifications. 12kg.;EM-SX0760-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760-5;$407.00;Цена для Case не найдена
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, TRACEPUR*, 99.0% pure (assay). 10-60 Mesh. Suitable for environmental residue analysis. Meets ACS Specifications. 500g.;EM-SX0760E-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760E-1;$144.00;$512.00
Acetonitrile, OmniSolv, HPLC;Acetonitrile, OmniSolv, HPLC;EM-AX0145-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0145-NP20;$2,725.00;Цена для Case не найдена
Ammonium sulfate;Ammonium sulfate, Suitable for the biopharmaceutical production EMPROVE* bio ACS,NF, Cas No. 7783-20-2, Molecular Formula: (NH4)2SO4, Size: 12kg;EM1.01816.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01816.9012;$808.00;Цена для Case не найдена
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, Guaranteed Reagent, 99.0% min. Meets ACS Specifications. 2.5kg.;EM-SX0760-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760-3;$204.00;$790.00
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, Guaranteed Reagent, 99.0% min. Meets ACS Specifications. 500g.;EM-SX0760-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760-1;$82.00;$300.00
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. Density: 0.78kg/L. HPLC Grade, 99.8% min. by GC. Filtered to remove particulate matter. UV cut-off 190 nm. Meets ACS Specifications. Packaged in a PVC-coated container. Subject to postal/shipping restrictions. 4L;EM-AX0145P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0145P-1;$651.00;$2,412.00
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, TRACEPUR*, 99.0% pure (assay). 10-60 Mesh. Suitable for environmental residue analysis. Meets ACS Specifications. 500g.;EM-SX0760E-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760E-1;$144.00;$512.00
Acetonitrile, OmniSolv, HPLC;Acetonitrile, OmniSolv, HPLC;EM-AX0145-NP20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0145-NP20;$2,725.00;Цена для Case не найдена
Ammonium sulfate;Ammonium sulfate, Suitable for the biopharmaceutical production EMPROVE* bio ACS,NF, Cas No. 7783-20-2, Molecular Formula: (NH4)2SO4, Size: 10kg;EM1.01816.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01816.9010;$567.00;Цена для Case не найдена
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ETHYL ACETATE FOR ANALY (2.5L);EM1.09623.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.2511;$165.00;$630.00
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ETHYL ACETATE FOR ANALY (2.5L);EM1.09623.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.2500;$190.00;$723.00
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 25L;ETHYL ACETATE FOR ANALYS (25L);EM1.09623.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.6025;$2,054.00;Цена для Case не найдена
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.1000;$404.00;$2,327.00
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 25L;ETHYL ACETATE FOR ANALYS (25L);EM1.09623.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.9026;$964.00;Цена для Case не найдена
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 180L;ETHYL ACETATE FOR ANALY (180L);EM1.09623.9181;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.9181;$5,908.00;Цена для Case не найдена
ACETONITRILE HPLC 1L;Описание не найдено;EM-AX0145P-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0145P-6;$274.00;$1,487.00
EMSURE* Ammonium acetate for analysis 50kg;AMMONIUM ACETATE 50KG;EM1.01116.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9050;Inquire for Price;Цена для Case не найдена
Acetonitrile;Methyl cyanide. CAS RN 75-05-8. Formula Weight: 41.05. Density: 0.78kg/L. HPLC Grade, 99.8% min. by GC. Filtered to remove particulate matter. UV cut-off 190 nm. Meets ACS Specifications. Subject to postal/shipping restrictions. 4L;EM-AX0145-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0145-1;$542.00;$2,002.00
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.0500;$257.00;$1,525.00
Ethyl Acetate for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 1L;ETHYL ACETATE FOR ANALYSI (1L);EM1.09623.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09623.1000;$90.00;$494.00
Ethyl Acetate;Ether acetic. CAS RN 141-78-6. Formula Weight: 88.11. Density: 0.90kg/L. HPLC Grade, 99.8% min. by GC. UV cut-off 255 nm. Meets ACS Specifications. 4L;EM-EX0245-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0245-1;$295.00;$1,158.00
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, TRACEPUR*, 99.0% pure (assay). 10-60 Mesh. Suitable for environmental residue analysis. Meets ACS Specifications. Packaged in a fiber drum with plastic bag liner. 45kg.;EM-SX0760E-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760E-20;$1,583.00;Цена для Case не найдена
ETHYL ACETATE HPLC 1L;Описание не найдено;EM-EX0245-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0245-6;$190.00;$1,007.00
Ethyl Acetate;Ether acetic. CAS RN 141-78-6. Formula Weight: 88.11. Density: 0.90kg/L. HPLC Grade, 99.8% min. by GC. UV cut-off 255 nm. Meets ACS Specifications. 4L;EM-EX0245-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0245-1;$295.00;$1,158.00
Sodium Sulfate;Sulfuric acid, sodium salt. CAS RN 7757-82-6. Formula Weight: 142.04. Anhydrous, granular, TRACEPUR*, 99.0% pure (assay). 10-60 Mesh. Suitable for environmental residue analysis. Meets ACS Specifications. 2.5kg.;EM-SX0760E-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0760E-3;$237.00;$851.00
Lead(II) Acetate Trihydrate for Analysis EMSURE* ACS, REAGENT PH EUR 1Kg;LEAD(II) ACETATE TRIHYDR (1KG);EM1.07375.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07375.1000;$537.00;$3,131.00
EMSURE* Copper(II) acetate monohydrate for analysis 250g;COPPER(II) ACETATE MONOH FOR A;EM1.02711.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02711.0250;$306.00;$5,845.00
Sodium Tartrate Dihydrate;Disodium tartrate dihydrate. CAS RN 6106-24-7. Formula Weight: 230.08. Crystals, GR, 99.5-101.0%. Neutral. For standardization of Karl Fischer reagent. Meets ACS specifications. Loss on drying (150[degree]C): 15.61–15.71%. Packaged in a plastic container. 500g.;EM-SX0795-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0795-1;$461.00;$1,657.00
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена
Uvasol* N,N-Dimethylformamide For Spectroscopy;N,N-DIMETHYLFORMAMIDE F (2.5L);EM1.02937.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02937.2500;$900.00;$3,447.00
Uvasol* Acetonitrile;ACETONITRILE FOR SPECTROS (1L);EM1.00016.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00016.1000;$309.00;$1,756.00
Uvasol* Acetonitrile;ACETONITRILE FOR SPECTR (2.5L);EM1.00016.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00016.2500;$643.00;$2,475.00
Uvasol* Ethyl Acetate For Spectroscopy;ETHYL ACETATE FOR SPEC (500ML);EM1.00863.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00863.0500;$184.00;$1,058.00
Uvasol* Ethyl Acetate For Spectroscopy;ETHYL ACETATE FOR SPECT (2.5L);EM1.00863.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00863.2500;$600.00;$2,296.00
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 25kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9025;Inquire for Price;Цена для Case не найдена
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 50kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9050;$4,233.00;Цена для Case не найдена
N-Acetylneuraminic Acid, Synthetic;"(NANA; lactaminic acid; sialic acid). Off-white solid. PROTECT FROM LIGHT. HYGROSCOPIC. Purity: >= 98% by HPLC. Soluble in H2O. CAS 131-48-6, M.W. 309.3.";80055-610;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80055-610;$278.86;Цена для Case не найдена
2,5-Dihydroxybenzoic Acid for Synthesis 250G;2,5-DIHYDROXYBENZOIC AC (250G);EM8.41745.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41745.0250;$338.00;$4,936.00
(4-Pyridylthio)Acetic Acid for Synthesis 25G;(4-PYRIDYLTHIO)ACETIC AC (25G);EM8.14029.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14029.0025;$120.00;$11,136.00
2-Methylaminobenzoic Acid for Synthesis;Cas No:119-68-6 100G;EM8.41325.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41325.0100;$2,015.00;$138,993.00
Methoxyacetic Acid For Synthesis;(2R 3R)-(+)-TARTARIC AC (100G);EM8.18531.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18531.0100;$40.00;$2,823.00
Crown Ether/Decyl-18-Crown-6 For Synthesis;(2R 3R)-(+)-TARTARIC AC (500G);EM8.18531.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18531.0500;$91.00;$2,164.00
3,5-Dihydroxybenzoic Acid for Synthesis 250G;3,5-DIHYDROXYBENZOIC AC (250G);EM8.00737.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.00737.0250;$135.00;$3,137.00
3,5-Dihydroxybenzoic Acid for Synthesis 100G;3,5-DIHYDROXYBENZOIC AC (100G);EM8.00737.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.00737.0100;$54.00;$783.00
3,4-Dihydroxycinnamic Acid for Synthesis 10G;3,4-DIHYDROXYCINNAMIC AC (10G);EM8.22029.0010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.22029.0010;$95.00;$6,627.00
2,5-Dihydroxybenzoic Acid for Synthesis 250G;2,5-DIHYDROXYBENZOIC AC (250G);EM8.41745.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41745.0250;$338.00;$4,936.00
3-Mercaptopropionic Acid for Synthesis 250Ml;3-MERCAPTOPROPIONIC AC (250ML);EM8.05967.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.05967.0250;$100.00;$1,169.00
3-Mercaptopropionic Acid for Synthesis 100Ml;3-MERCAPTOPROPIONIC AC (100ML);EM8.05967.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.05967.0100;$56.00;$816.00
2-Methoxyphenylacetic Acid for Synthesis Cas Number:93-25-4 25G;2-METHOXYPHENYLACETIC AC (25G);EM8.18671.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18671.0025;$103.00;$9,785.00
Dichloroisocyanuric Acid Sodium Salt Dihydrate;DICHLOROISOCYANURIC AC (2.5KG);EM1.10887.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.10887.2500;$432.00;$2,477.00
5-Amino-2,3-Dihydrophthalazine-1,4-Dione For Synthesis;HEXACHLOROPLATINIC(IV) AC (5G);EM8.07340.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.07340.0005;$1,105.00;$136,816.00
Isopentanoic Acid For Synthesis;HEXACHLOROPLATINIC(IV) AC (1G);EM8.07340.0001;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.07340.0001;$304.00;$37,532.00
Perchloric Acid 70-72% 1l;Perchloric Acid 70-72% for Analysis EMSURE* ACS, ISO, Reagent Ph Eur, Formula: HClO4, CAS Number: 7601-90-3, Packaging: Fibreboard Box, Size: 1L;TXLEM100519ARP;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=TXLEM100519ARP;$570.00;Цена для Case не найдена
Sodium hydroxide solution 32% suitable for biopharmaceutical production Emprove* bio, 2.5 L;SODIUM HYDROXIDE SOLUTION 32%;EM1.37023.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.37023.2500;$225.00;Цена для Case не найдена
Sodium hydroxide solution 32%;Suitable for bioPharmaceutical production EMPROVE* BIO 25l;EM1.37023.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.37023.9025;$1,503.00;Цена для Case не найдена
Potassium Hydroxide Pellets Pure 1Kg;POTASSIUM HYDROXIDE PELLETS PU;EM1.05012.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05012.1000;$83.00;$455.00
Potassium Hydroxide Solution For 1000ml, C(Koh) = 0.5 Mol/L (0.5 N) Titrisol;SOLUTION POTASSIUM HYDROXIDE 0.5N 1AMP;EM1.09919.0001;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09919.0001;$79.00;$3,726.00
Sodium Hydroxide;Caustic soda. CAS RN 1310-73-2. Solution, TITRISTAR*, 10N. Normality range 9.9-10.1. Low carbonate. Standardized at 25[degree]C against potassium acid phthalate whose certification is traceable to NIST. Packaged in a plastic bottle. Subject to postal/shipping restrictions. 1L.;EM-SX0607N-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX0607N-6;$81.00;$440.00
Sodium Hydroxide Granulated 10Kg;SODIUM HYDROXIDE GRANULATED 10;EM1.06467.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06467.9010;$531.00;$1,037.00
Sodium Hydroxide 1.000 L For The Preparation Of Dilute . C(Naoh)= 5 Mol/L(5 N)Combi-Titrisol;SODIUM HYDROXIDE 5N F/VOL SOL PREP 1L;EM1.09913.0001;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09913.0001;$238.00;$1,382.00
