Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case;НормализованноеНазвание
Deoxycholic Acid, Sodium;Off-white solid. PROTECT FROM MOISTURE. Purity: >= 96% by TLC. Soluble in H2O. Do not use with Mn2+ in solution. pKa 6.2. Aggregation number 4 - 10, CMC 4 - 8 mM, micellar weight 1700 - 4200. RTECS FZ2250000, CAS 302-95-4, M.W. 414.6. WARNING! Harmful.;80058-004;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-004;$1,430.23;Цена для Case не найдена;deoxycholic acid, sodium
Deoxycholic Acid, Sodium;Off-white solid. PROTECT FROM MOISTURE. Purity: >= 96% by TLC. Soluble in H2O. Do not use with Mn2+ in solution. pKa 6.2. Aggregation number 4 - 10, CMC 4 - 8 mM, micellar weight 1700 - 4200. RTECS FZ2250000, CAS 302-95-4, M.W. 414.6. WARNING! Harmful.;80058-002;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-002;$193.11;Цена для Case не найдена;deoxycholic acid, sodium
Deoxycholic Acid, Sodium;Off-white solid. PROTECT FROM MOISTURE. Purity: >= 96% by TLC. Soluble in H2O. Do not use with Mn2+ in solution. pKa 6.2. Aggregation number 4 - 10, CMC 4 - 8 mM, micellar weight 1700 - 4200. RTECS FZ2250000, CAS 302-95-4, M.W. 414.6. WARNING! Harmful.;80058-006;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-006;$107.06;Цена для Case не найдена;deoxycholic acid, sodium
Deoxycholic Acid, Sodium, ULTROL Grade;White solid. PROTECT FROM MOISTURE. Highly purified and intended for use as a detergent to solubilize membrane-bound proteins in their native state. Purity: >99% by TLC. Soluble in H2O. Absorbance (10%, H2O, 290 nm): <0.25. pKa 6.2.;80058-008;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-008;$626.05;Цена для Case не найдена;deoxycholic acid, sodium, ultrol grade
Deoxycholic Acid, Sodium, ULTROL Grade;White solid. PROTECT FROM MOISTURE. Highly purified and intended for use as a detergent to solubilize membrane-bound proteins in their native state. Purity: >99% by TLC. Soluble in H2O. Absorbance (10%, H2O, 290 nm): <0.25. pKa 6.2.;80058-010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-010;$194.20;Цена для Case не найдена;deoxycholic acid, sodium, ultrol grade
Deoxyribonucleic Acid, Sodium Salt, Calf Thymus;"Off-white solid. Soluble in H2O. N/P ratio: 1.5 - 2.5; S20w: 15.4 - 17.4; hyperchromicity: >27%; extinction coefficient (1% solution, pH 12.0, 260 nm): >150. RTECS HG1934000, CAS 73049-39-5.";80051-358;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80051-358;$384.16;Цена для Case не найдена;deoxyribonucleic acid, sodium salt, calf thymus
Deoxyribonucleic Acid, Sodium Salt, Calf Thymus;"Off-white solid. Soluble in H2O. N/P ratio: 1.5 - 2.5; S20w: 15.4 - 17.4; hyperchromicity: >27%; extinction coefficient (1% solution, pH 12.0, 260 nm): >150. RTECS HG1934000, CAS 73049-39-5.";80051-360;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80051-360;$138.95;Цена для Case не найдена;deoxyribonucleic acid, sodium salt, calf thymus
DEXTRAN SULFATE 50% SOLN 100ML;Описание не найдено;EM-3730;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-3730;$544.02;Цена для Case не найдена;dextran sulfate 50% soln 100ml
Dextran Sulfate, Sodium Salt, Molecular Biology Grade;10gm. Off-white solid containing 1.0-2.0% phosphate buffer, pH 6-8. Long chain polymer of sulfated glucose, containing 17-20% sulfur. Contaminants: DNases, proteases, RNases: none detected. pH 6.0-8.0. RTECS HH9260000, CAS 9011-18-1.;80502-348;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80502-348;$132.92;Цена для Case не найдена;dextran sulfate, sodium salt, molecular biology grade
Dextran Sulfate, Sodium Salt, Molecular Biology Grade;50gm. Off-white solid containing 1.0-2.0% phosphate buffer, pH 6-8. Long chain polymer of sulfated glucose, containing 17-20% sulfur. Contaminants: DNases, proteases, RNases: none detected. pH 6.0-8.0. RTECS HH9260000, CAS 9011-18-1.;80502-350;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80502-350;$329.48;Цена для Case не найдена;dextran sulfate, sodium salt, molecular biology grade
Di-Ammonium oxalate monohydrate, extra pure, CAS number: 6009-70-7, 50kg;DI-AMMONIUM OXALATE MONOHYDRATE E 50KG;EM1.01190.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01190.9050;$12,178.00;Цена для Case не найдена;di-ammonium oxalate monohydrate, extra pure, cas number: 6009-70-7, 50kg
Di-Potassium hydrogen phosphate, anhydrous for analysisEMSURE, 25kg;DI-POTASSIUM HYDROGEN PHOS. ANHYD 25KG;EM1.05104.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05104.9025;$2,216.00;Цена для Case не найдена;di-potassium hydrogen phosphate, anhydrous for analysisemsure, 25kg
Di-Potassium hydrogen phosphate, anhydrous for analysisEMSURE, 25kg;DI-POTASSIUM HYDROGEN PHOS. ANHYD 25KG;EM1.05104.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05104.9025;$2,216.00;Цена для Case не найдена;di-potassium hydrogen phosphate, anhydrous for analysisemsure, 25kg
Di-Sodium Dl-Malate for Synthesis 100G;DI-SODIUM DL-MALATE FOR (100G);EM8.20872.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20872.0100;$280.00;$6,538.00;di-sodium dl-malate for synthesis 100g
Di-Sodium Dl-Malate for Synthesis 25G;DI-SODIUM DL-MALATE FOR (25G);EM8.20872.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20872.0025;$104.00;$7,331.00;di-sodium dl-malate for synthesis 25g
Di-Sodium fumarate;Di-Sodium fumarate for synthesis, Cas Number: 17013-01-3, Synonyms: Fumaric acid disodium salt, Chemical formula: NaOOCCH=CHCOONa, 500g.;EM8.20584.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20584.0500;$121.00;$1,411.00;di-sodium fumarate
Di-Sodium fumarate;Di-Sodium fumarate for synthesis, Cas Number: 17013-01-3, Synonyms: Fumaric acid disodium salt, Chemical formula: NaOOCCH=CHCOONa, 1L.;EM8.20584.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20584.1000;$186.00;$1,087.00;di-sodium fumarate
Di-Sodium fumarate;Di-Sodium fumarate for synthesis, Cas Number: 17013-01-3, Synonyms: Fumaric acid disodium salt, Chemical formula: NaOOCCH=CHCOONa, 100g.;EM8.20584.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20584.0100;$52.00;$772.00;di-sodium fumarate
Di-Sodium fumarate;Di-Sodium fumarate for synthesis, Cas Number: 17013-01-3, Synonyms: Fumaric acid disodium salt, Chemical formula: NaOOCCH=CHCOONa.;EM8.20584.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20584.9025;$2,239.00;Цена для Case не найдена;di-sodium fumarate
Di-Sodium Hydrogen Citrate 1,5-Hydrate;Cas Number: 6132-05-4, 99+, 500G;EM1.12264.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.12264.0500;$113.00;$1,297.00;di-sodium hydrogen citrate 1,5-hydrate
di-Sodium hydrogen phosphate 12kg;di-Sodium hydrogen phosphate, Grade: ACS,Reag. Ph Eur, CAS Number: 7558-79-4, Chemical formula: Na2HPO4, Physical state: solid, Color: White, pH: 8.7 - 9.3, Water solubility: 77g/l at 20 degree C, Size: 12kg;EM1.06586.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06586.9012;$1,879.00;Цена для Case не найдена;di-sodium hydrogen phosphate 12kg
di-Sodium hydrogen phosphate 12kg;di-Sodium hydrogen phosphate, Grade: ACS,Reag. Ph Eur, CAS Number: 7558-79-4, Chemical formula: Na2HPO4, Physical state: solid, Color: White, pH: 8.7 - 9.3, Water solubility: 77g/l at 20 degree C, Size: 12kg;EM1.06586.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06586.9012;$1,879.00;Цена для Case не найдена;di-sodium hydrogen phosphate 12kg
Di-Sodium hydrogen phosphate dihydrate;Di-Sodium hydrogen phosphate dihydrate suitable for use as excipient, Grade: EMPROVE exp Ph Eur, BP, USP, Cas No. 10028-24-7, Molecular formula: Na2HPO4 * 2 H2O, Synonyms: Sodium monohydrogen phosphate, Sodium phosphate dibasic, Size: 12kg;EM1.06576.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06576.5000;$363.00;Цена для Case не найдена;di-sodium hydrogen phosphate dihydrate
Di-Sodium Hydrogen Phosphate Dihydrate;Suitable For Use As Excipient Emprove Exp Ph Eur,Bp,Usp;EM1.06576.9013;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06576.9013;$1,054.00;Цена для Case не найдена;di-sodium hydrogen phosphate dihydrate
Di-Sodium hydrogen phosphate dihydrate;Di-Sodium hydrogen phosphate dihydrate suitable for use as excipient, Grade: EMPROVE exp Ph Eur, BP, USP, Cas No. 10028-24-7, Molecular formula: Na2HPO4 * 2 H2O, Synonyms: Sodium monohydrogen phosphate, Sodium phosphate dibasic, Size: 12kg;EM1.06576.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06576.5000;$363.00;Цена для Case не найдена;di-sodium hydrogen phosphate dihydrate
Di-Sodium Succinate Anhydrous for Synthesis Cas Number:150-90-3 500G;DI-SODIUM SUCCINATE ANH (500G);EM8.18601.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18601.0500;$136.00;$774.00;di-sodium succinate anhydrous for synthesis cas number:150-90-3 500g
Di-Sodium Succinate Anhydrous for Synthesis Cas Number:150-90-3 500G;DI-SODIUM SUCCINATE ANH (500G);EM8.18601.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18601.0500;$136.00;$774.00;di-sodium succinate anhydrous for synthesis cas number:150-90-3 500g
Di-Sodium Succinate Anhydrous for Synthesis Cas Number:150-90-3 5Kg;DI-SODIUM SUCCINATE ANHY (5KG);EM8.18601.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.18601.5000;$362.00;Цена для Case не найдена;di-sodium succinate anhydrous for synthesis cas number:150-90-3 5kg
Dichloroisocyanuric Acid Sodium Salt Dihydrate;DICHLOROISOCYANURIC AC (2.5KG);EM1.10887.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.10887.2500;$432.00;$2,477.00;dichloroisocyanuric acid sodium salt dihydrate
Dichloroisocyanuric Acid Sodium Salt Dihydrate;DICHLOROISOCYANURIC AC (2.5KG);EM1.10887.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.10887.2500;$432.00;$2,477.00;dichloroisocyanuric acid sodium salt dihydrate
Dichloroisocyanuric Acid Sodium Salt Dihydrate Gr For Analysis;DICHLOROISOCYANURIC ACI (100G);EM1.10888.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.10888.0100;$544.00;Цена для Case не найдена;dichloroisocyanuric acid sodium salt dihydrate gr for analysis
Dichloromethane;LiChrosolv* Dichloromethane for liquid chromatography, Cas number: 75-09-2, Chemical Formula:CH2Cl2, Solvent, 2500ml.;EM1.06044.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06044.2500;$266.00;$1,015.00;dichloromethane
Dichloromethane;LiChrosolv* Dichloromethane for liquid chromatography, Cas number: 75-09-2, Chemical Formula:CH2Cl2, Solvent, 1l.;EM1.06044.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06044.1000;$127.00;$735.00;dichloromethane
Dichloromethane;Methylene Chloride. CAS RN 75-09-2. Formula Weight: 84.93. Stabilized (Amylene), OMNISOLV*, 99.9% min. For spectrophotometry, gas chromatography, and residue analysis. UV cut-off: 231 nm. Subject to postal/shipping restrictions. 4L.;EM-DX0831-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0831-1;$308.00;$1,145.00;dichloromethane
Dichloromethane;Methylene Chloride. CAS RN 75-09-2. Formula Weight: 84.93. Stabilized (Amylene), OMNISOLV*, 99.9% min. For spectrophotometry, gas chromatography, and residue analysis. UV cut-off: 231 nm. Subject to postal/shipping restrictions. 1L.;EM-DX0831-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0831-6;$154.00;$900.00;dichloromethane
Dichloromethane;Methylene Chloride. CAS RN 75-09-2. Formula Weight: 84.93. DriSolv*, Stabilized (Alkene), 99.8% min. by GC. Suitable for use in organic synthesis and other anhydrous solvent applications. Packaged in a septum-sealed bottle. Subject to postal/shipping restrictions. 1L.;EM-DX0834-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0834-6;$114.00;$630.00;dichloromethane
Dichloromethane;Methylene Chloride. CAS RN 75-09-2. Formula Weight: 75-09-2. Stabilized (Alkene), OMNISOLV* HR-GC Grade, 99.9% min. by GC. For high-resolution gas chromatography. Subject to postal/shipping restrictions. 4L.;EM-DX0837-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0837-1;$345.00;$1,379.00;dichloromethane
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 190L;DICHLOROMETHANE FOR ANA (190L);EM1.06050.9190;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.9190;$5,551.00;Цена для Case не найдена;dichloromethane for analysisemsure* acs, iso, reagent ph eur 190l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 190L;DICHLOROMETHANE FOR ANA (190L);EM1.06050.9190;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.9190;$5,551.00;Цена для Case не найдена;dichloromethane for analysisemsure* acs, iso, reagent ph eur 190l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 190L;DICHLOROMETHANE FOR ANA (190L);EM1.06050.9190;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.9190;$5,551.00;Цена для Case не найдена;dichloromethane for analysisemsure* acs, iso, reagent ph eur 190l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 190L;DICHLOROMETHANE FOR ANA (190L);EM1.06050.9190;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.9190;$5,551.00;Цена для Case не найдена;dichloromethane for analysisemsure* acs, iso, reagent ph eur 190l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;DICHLOROMETHANE FOR ANA (2.5L);EM1.06050.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.2500;$292.00;$1,166.00;dichloromethane for analysisemsure* acs, iso, reagent ph eur 2. 5l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;DICHLOROMETHANE FOR ANA (2.5L);EM1.06050.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.2500;$292.00;$1,166.00;dichloromethane for analysisemsure* acs, iso, reagent ph eur 2. 5l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;DICHLOROMETHANE FOR ANA (2.5L);EM1.06050.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.2500;$292.00;$1,166.00;dichloromethane for analysisemsure* acs, iso, reagent ph eur 2. 5l
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;DICHLOROMETHANE FOR ANA (2.5L);EM1.06050.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.2500;$292.00;$1,166.00;dichloromethane for analysisemsure* acs, iso, reagent ph eur 2. 5l
Dichloromethane, Anhydrous, DriSolv;Dichloromethane, Anhydrous, DriSolv;EM-DX0834-7;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0834-7;$73.00;$395.00;dichloromethane, anhydrous, drisolv
Dichloromethane, OmniSolv;Dichloromethane, OmniSolv;EM-DX0831P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-DX0831P-1;$340.00;$1,263.00;dichloromethane, omnisolv
DIDS, Disodium;(4,4'' -Diisothiocyanostilbene-2,2'' -disulfonic acid, sodium). Yellow solid. PROTECT FROM LIGHT. PROTECT FROM MOISTURE. Binds covalently and irreversibly to the outer surface of human erythrocyte membrane. Inhibits ATP transport into endoplasmic reticulum vesicles.;80051-414;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80051-414;$216.79;Цена для Case не найдена;dids, disodium
Diethanolamine for AnalysisEMSURE* 1L;DIETHANOLAMINE FOR ANALYS (1L);EM1.16205.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.16205.1000;$195.00;$1,112.00;diethanolamine for analysisemsure* 1l
Diethyl ether;Emparta* Diethyl ether for analysis, Cas number: 60-29-7, Chemical Formula:(C2H5)2O, ACS grade, 2500ml.;EM1.07026.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07026.2500;$322.00;$1,230.00;diethyl ether
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 10L;DIETHYL ETHER FOR ANALYS (10L);EM1.00921.6010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6010;$1,189.00;Цена для Case не найдена;diethyl ether for analysisemsure* acs, iso, reagent ph eur 10l
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;DIETHYL ETHER FOR ANALYS (25L);EM1.00921.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6025;$3,943.00;Цена для Case не найдена;diethyl ether for analysisemsure* acs, iso, reagent ph eur 25l
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;DIETHYL ETHER FOR ANALYS (25L);EM1.00921.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6025;$3,943.00;Цена для Case не найдена;diethyl ether for analysisemsure* acs, iso, reagent ph eur 25l
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;DIETHYL ETHER FOR ANALYS (25L);EM1.00921.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6025;$3,943.00;Цена для Case не найдена;diethyl ether for analysisemsure* acs, iso, reagent ph eur 25l
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;DIETHYL ETHER FOR ANALYS (25L);EM1.00921.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6025;$3,943.00;Цена для Case не найдена;diethyl ether for analysisemsure* acs, iso, reagent ph eur 25l
Dihexyl Sodium Sulfosuccinate for Synthesis;Cas Number: 3006-15-3, Synonyms: 2-Sulfosuccinic Acid Di-N-Hexyl Ester Sodium Salt, 25G;EM1.13861.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.13861.0025;$827.00;$78,986.00;dihexyl sodium sulfosuccinate for synthesis
Dimethyl Sulfoxide;"DMSO; Methyl Sulfoxide. CAS RN 67-68-5. Formula Weight: 78.13. Density: 1.10 kg/L. OMNISOLV*, 99.9% min. by GC. For spectrophotometry and chromatography. UV cut-off 268 nm. Certificate of Analysis on label. 4L.";EM-MX1456-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX1456-1;$1,782.00;$6,186.00;dimethyl sulfoxide
Dimethyl Sulfoxide;DMSO: methyl sulfoxide. CAS RN 67-68-5. Formula Weight: 78.14. DriSolv*, 99.8% min. by GC. Suitable for use in organic synthesis and other anhydrous solvent applications. Subject to postal/shipping restrictions. 1L.;EM-MX1457-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-MX1457-6;$2,528.00;$13,764.00;dimethyl sulfoxide
Dimethyl sulfoxide;SupraSolv* Dimethyl sulfoxide for headspace gas chromatography, CAS number 67-68-5, Chemical formula (CH3)2SO, Synonyms Methanesulfinylmethane, Methyl sulfoxide, Dimethyl(oxido)sulfur, DMSO;EM1.01900.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01900.0500;$252.00;Цена для Case не найдена;dimethyl sulfoxide
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 1L;DIMETHYL SULFOXIDE FOR AN (1L);EM1.02952.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.1000;$239.00;$1,365.00;dimethyl sulfoxide for analysisemsure* acs 1l
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 1L;DIMETHYL SULFOXIDE FOR AN (1L);EM1.02952.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.1000;$239.00;$1,365.00;dimethyl sulfoxide for analysisemsure* acs 1l
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 2. 5L;DIMETHYL SULFOXIDE FOR (2.5L);EM1.02952.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.2511;$368.00;$1,455.00;dimethyl sulfoxide for analysisemsure* acs 2. 5l
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 2. 5L;DIMETHYL SULFOXIDE FOR (2.5L);EM1.02952.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.2500;$407.00;$1,609.00;dimethyl sulfoxide for analysisemsure* acs 2. 5l
Dimethylarsinic acid sodium salt trihydrate;Dimethylarsinic acid sodium salt trihydrate for synthesis, Cas Number: 6131-99-3, Synonyms: Dimethylarsinic acid sodium salt, Cacodylic acid sodium salt, Chemical formula: C2H6AsO2*Na * 3 H2O, 25g.;EM8.20670.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20670.0025;$91.00;$8,603.00;dimethylarsinic acid sodium salt trihydrate
Dimethylarsinic acid sodium salt trihydrate;Dimethylarsinic acid sodium salt trihydrate for synthesis, Cas Number: 6131-99-3, Synonyms: Dimethylarsinic acid sodium salt, Cacodylic acid sodium salt, Chemical formula: C2H6AsO2*Na * 3 H2O, 100g.;EM8.20670.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20670.0100;$247.00;$3,655.00;dimethylarsinic acid sodium salt trihydrate
Dimethylarsinic acid sodium salt trihydrate;Dimethylarsinic acid sodium salt trihydrate for synthesis, Cas Number: 6131-99-3, Synonyms: Dimethylarsinic acid sodium salt, Cacodylic acid sodium salt, Chemical formula: C2H6AsO2*Na * 3 H2O, 250g.;EM8.20670.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20670.0250;$533.00;$7,875.00;dimethylarsinic acid sodium salt trihydrate
Dimethylglyoxime Disodium Salt Octahydrate Gr For Analysis;DIMETHYLGLYOXIME DISODI (100G);EM1.03061.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03061.0100;$446.19;$8,534.65;dimethylglyoxime disodium salt octahydrate gr for analysis
DISODIUM HYD PHOSPH DIHYDRATE;Описание не найдено;EM1.19753.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.19753.0250;$225.00;Цена для Case не найдена;disodium hyd phosph dihydrate
DNA SODIUM SALT SALMON TESTE;Описание не найдено;80601-118;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80601-118;$138.53;Цена для Case не найдена;dna sodium salt salmon teste
DNA SODIUM SALT SALMON TESTE;Описание не найдено;80601-120;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80601-120;$483.03;Цена для Case не найдена;dna sodium salt salmon teste
Dntp Mix-3 0.2Ml 10Mm;for rapid, sensitive measurement of beta-galactosidase activity in cell extracts, Components: BetaFluor Substrate, Reportasol* Extraction Buffer, Reaction Buffer, Stop Buffer, 1 M DTT, -20degreeC;EM71004-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM71004-3;$111.29;Цена для Case не найдена;dntp mix-3 0.2ml 10mm
DODECYL HYDROGEN SULFATE SODIUM SA 25G;LiChropur(R) Dodecyl hydrogen sulfate sodium salt for ion pair chromatography;10143-290;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=10143-290;$849.36;Цена для Case не найдена;dodecyl hydrogen sulfate sodium sa 25g
Dodecyl sulfate sodium salt;DOdecyl sulfate sodium salt, CAS no : 151-21-3, Chemical Formula : C12H25OSO2Ona, Synonyms Lauryl sulfate sodium salt, SDS, Dodecyl sodium sulfate, for synthesis, 20kg;EM8.22050.9020;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.22050.9020;$878.00;Цена для Case не найдена;dodecyl sulfate sodium salt
Dysprosium Icp Standard Traceable To Srm From Nist Dy2O3 In Hno3 2-3% 1000 Mg/L Dy Certipur*;DYSPROSIUM ICP STANDARD TRACEA;EM1.70315.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.70315.0100;$282.00;$13,367.00;dysprosium icp standard traceable to srm from nist dy2o3 in hno3 2-3% 1000 mg/l dy certipur*
Edta;Disodium soln 0.5m 500ml;EM-4056;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-4056;$246.30;Цена для Case не найдена;edta
EDTA Disodium Salt, Dihydrate, MultiPharm*;Disodium Ethylenediaminetetraacetate Dihydrate. CAS RN 6381-92-6. Formula Weight: 372.24. USP, Ph Eur, BP grade, 99-101% (anhydrous). Packaged in a fiber box with bag. 25kg.;EM1.08421.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.08421.9025;$3,989.00;Цена для Case не найдена;edta disodium salt, dihydrate, multipharm*
EDTA, Disodium Sal, Dihydrate;CAS RN 6381-92-6. Formula Weight: 372.24. OmniPur, 99.0% min. DNase, RNase, Protease None detected. Heavy Metals (Pb) 0.0005% max. Loss on drying 9.0-10.0%. A280 (0.1M, H2O) 0.02 max. A260 (0.1M, H2O) 0.2 max. Phosphatase: None detected. For Molecular Biology. 1kg.;EM-4050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-4050;$370.82;Цена для Case не найдена;edta, disodium sal, dihydrate
